id,reference_summary,generated_summary,rouge1,rouge2,rougeL,latency_seconds
f001ec5c4704938247d27a44948eebb37ae98d01,"Membership gives the ICC jurisdiction over alleged crimes committed in Palestinian territories since last June .
Israel and the United States opposed the move, which could open the door to war crimes investigations against Israelis .","The Palestinian Authority officially became the 123rd member of the International Criminal Court (ICC), granting the court jurisdiction over alleged crimes in Palestinian territories, including East Jerusalem, since June 13, 2014. This move, marked by a ceremony at The Hague, follows the Palestinians signing the ICC's Rome Statute earlier in January and the court's opening of a preliminary examination into the situation in Palestinian territories, potentially leading to war crimes investigations against Israelis. Israel and the United States opposed Palestine's membership, disputing its statehood and eligibility to join the ICC, while Palestinian officials and rights groups view accession as a step toward justice and ending impunity. The ICC prosecutor emphasized an independent and impartial review, with the inquiry covering alleged war crimes since June 2014, including during the conflict between Israel and Hamas in Gaza. The ICC, established in 2002, aims to prosecute genocide, crimes against humanity, and war crimes.",0.2994652406417112,0.17297297297297298,0.2352941176470588,6.6865174770355225
230c522854991d053fe98a718b1defa077a8efef,"Theia, a bully breed mix, was apparently hit by a car, whacked with a hammer and buried in a field .
""She's a true miracle dog and she deserves a good life,"" says Sara Mellado, who is looking for a home for Theia .","A stray dog in Washington State named Theia survived multiple life-threatening incidents, including being hit by a car, struck on the head with a hammer in an attempted mercy killing, and buried in a field. Despite injuries like a dislocated jaw, leg wounds, and a caved-in sinus cavity, Theia recovered enough to reach a nearby farm, where she was rescued and taken to a veterinary hospital. Now one year old, Theia is receiving ongoing treatment and requires surgery to aid her breathing. Her foster caregiver, Sara Mellado, has launched fundraising efforts to cover medical costs, raising over $10,000. Inspired by Theia’s resilience, donors continue to support her recovery. Similarly, a cat in Tampa, Florida, also survived after being mistakenly buried following a car accident, highlighting remarkable animal survivals in recent weeks.",0.30337078651685395,0.11363636363636363,0.2247191011235955,3.8279099464416504
4495ba8f3a340d97a9df1476f8a35502bcce1f69,"Mohammad Javad Zarif has spent more time with John Kerry than any other foreign minister .
He once participated in a takeover of the Iranian Consulate in San Francisco .
The Iranian foreign minister tweets in English .","The article provides a detailed profile of Mohammad Javad Zarif, the Iranian foreign minister known for his role in negotiating a potential nuclear agreement with the U.S. and receiving a warm welcome in Iran. While Zarif is often described as polished and jovial, the piece reveals lesser-known facts: 

1. In 2013, Zarif publicly acknowledged the Holocaust, distancing himself from former president Ahmadinejad’s denial.
2. He left Iran in 1977 to study in the U.S., earning degrees from San Francisco State University and the University of Denver, with his children born in the U.S.
3. His exact birthdate is unclear, listed variously as 1959, 1960, or 1961.
4. He was investigated by U.S. authorities over links to the Alavi Foundation, alleged to be involved in sanction evasion, but his name was not mentioned in the settlement.
5. Early in the Iranian Revolution, Zarif participated in student protests at Iranian diplomatic missions in the U.S., which eventually led to a job offer from the Iranian ambassador to the U.N.
6. Zarif has spent more time with U.S. Secretary of State John Kerry than any other foreign minister, working intensively on finalizing the nuclear deal details by a June 30 deadline.

Overall, the article highlights Zarif's complex background, diplomatic skills, and critical role in re-engaging Iran with the international community.",0.22813688212927757,0.14559386973180077,0.1444866920152091,4.747358560562134
a38e72fed88684ec8d60dd5856282e999dc8c0ca,"17 Americans were exposed to the Ebola virus while in Sierra Leone in March .
Another person was diagnosed with the disease and taken to hospital in Maryland .
National Institutes of Health says the patient is in fair condition after weeks of treatment .","Five Americans who were exposed to Ebola in Sierra Leone in March were monitored for three weeks at a hospital in Omaha, Nebraska. Although one had a heart-related issue during the monitoring period, none developed Ebola, and all have been released—most have returned home while one remains nearby. These individuals are clinicians working for Partners in Health, who had contact with a colleague diagnosed with Ebola and currently being treated at the NIH in Maryland. The CDC expects all 17 monitored patients to be released by Thursday. The Ebola epidemic in West Africa, ongoing since December 2013, has resulted in over 10,000 deaths mainly in Guinea, Liberia, and Sierra Leone. The virus spreads through direct contact with the bodily fluids of infected individuals.",0.3333333333333333,0.13253012048192772,0.2261904761904762,2.7085275650024414
c27cf1b136cc270023de959e7ab24638021bc43f,"Student is no longer on Duke University campus and will face disciplinary review .
School officials identified student during investigation and the person admitted to hanging the noose, Duke says .
The noose, made of rope, was discovered on campus about 2 a.m.","A Duke University student admitted to placing a noose made of rope on a tree near the student union, prompting an ongoing investigation and student conduct review. The student is no longer on campus, and officials are looking into potential involvement of others. The noose was discovered early Wednesday, leading to student and faculty protests, including a large gathering at Duke Chapel where the university president condemned the act. The incident follows other recent racist events at colleges nationwide, such as a fraternity scandal at the University of Oklahoma and a similar noose incident at the University of Mississippi. Duke officials described the act as cowardly and emphasized it will not create fear among the community. Duke University has approximately 15,000 students and is located in Durham, North Carolina.",0.34883720930232565,0.16470588235294117,0.17441860465116282,2.4253664016723633
1b2cc634e2bfc6f2595260e7ed9b42f77ecbb0ce,"College-bound basketball star asks girl with Down syndrome to high school prom .
Pictures of the two during the ""prom-posal"" have gone viral .","Trey Moses, a top basketball recruit from Eastern High School in Louisville, Kentucky, surprised Ellie Meredith, a high school freshman with Down syndrome, by asking her to be his prom date instead of his original girlfriend. Trey made a thoughtful prom-posal during Ellie's P.E. class with flowers and a Taylor Swift-themed poster, reflecting Ellie’s favorite singer. The gesture, supported by Ellie's parents and highlighted by the school's Best Buddies program—which fosters friendships between students with and without developmental disabilities—has gone viral. Trey, who plans to study special education in college while playing basketball, and Ellie are both excited about the upcoming prom, with Ellie eagerly anticipating dress shopping. The story has drawn praise for promoting inclusion and awareness.",0.2384105960264901,0.06711409395973154,0.1456953642384106,3.2382352352142334
e2706dce6cf26bc61b082438188fdb6e130d9e40,"Amnesty's annual death penalty report catalogs encouraging signs, but setbacks in numbers of those sentenced to death .
Organization claims that governments around the world are using the threat of terrorism to advance executions .
The number of executions worldwide has gone down by almost 22% compared with 2013, but death sentences up by 28% .","Amnesty International's 2014 report on the death penalty highlights that governments worldwide are increasingly using the death penalty, often under the pretext of combating terrorism or maintaining state security. Examples include Pakistan lifting a moratorium on civilian executions after a terror attack and China targeting terrorism in its Xinjiang province. 

Despite a nearly 22% global decrease in executions in 2014 (607 compared to 778 in 2013), the number of death sentences rose by 28%, driven largely by mass sentencing in countries like Egypt and Nigeria. Most regions saw fewer executions, with notable declines in Sub-Saharan Africa and the Middle East/North Africa, though Belarus resumed executions after a hiatus. The U.S. remained the only country in the Americas to carry out executions, with a slight drop in the number executed.

The report also criticizes flawed judicial processes leading to death sentences, citing lack of fair trials in many countries. Amnesty estimates over 19,000 people were on death row globally by the end of 2014. The UN Secretary-General called for abolition of capital punishment, emphasizing its irreversible and unjust nature. Overall, while executions decreased, the rise in death sentences and use of the death penalty as a political tool remain significant concerns.",0.2692307692307692,0.06976744186046512,0.15384615384615383,4.150485277175903
0d3c8c276d079c4c225f034c69aa024cdab7869d,"Andrew Getty's death appears to be from natural causes, police say, citing coroner's early assessment .
In a petition for a restraining order, Getty had written he had a serious medical condition.
Police say this is not a criminal matter at this time .","Andrew Getty, grandson of oil tycoon J. Paul Getty and heir to a multibillion-dollar fortune, died at age 47 from natural causes, according to the Los Angeles Police Department. The coroner's preliminary assessment found no foul play, though an autopsy was pending. Getty had multiple health issues and had recently filed for a restraining order against an ex-girlfriend, citing a serious medical condition involving high blood pressure that put him at risk. He was found deceased near a bathroom in his home, where some medication was recovered. Getty's parents confirmed his death and requested privacy. The Getty family fortune stems from oil magnate J. Paul Getty; Forbes estimates their net worth at about $5 billion.",0.3558282208588957,0.14906832298136646,0.245398773006135,2.509045362472534
6222f33c2c79b80be437335eeb3f488509e92cf5,"Once a super typhoon, Maysak is now a tropical storm with 70 mph winds .
It could still cause flooding, landslides and other problems in the Philippines .","Tropical storm Maysak, recently downgraded from super typhoon status, is approaching the Philippines, bringing strong winds of over 70 mph and gusts up to 90 mph. Despite weakening, the storm still poses significant risks of flash floods and landslides. Authorities have taken precautionary measures, including banning outdoor water activities and carrying out evacuations, particularly around coastal areas like Aurora. The storm is expected to make landfall Sunday morning in Isabela province and exit the country by Monday. Officials urge residents to prepare seriously, warning that the impact remains uncertain but could be severe.",0.28571428571428575,0.06837606837606838,0.18487394957983194,2.634960651397705
2bd8ada1de6a7b02f59430cc82045eb8d29cf033,"Bob Barker returned to host ""The Price Is Right"" on Wednesday .
Barker, 91, had retired as host in 2007 .","Bob Barker, the longtime host of ""The Price Is Right,"" returned to the show on April 1 for the first time in eight years. At 91 years old, he appeared lively as he hosted the classic game ""Lucky Seven"" before handing the hosting duties back to current host Drew Carey, marking a special moment for fans of the TV game show.",0.35,0.15384615384615383,0.275,1.7761847972869873
ee17dfb574feca82ccac5689595e47483bd23f12,"London's Metropolitan Police say the man was arrested at Luton airport after landing on a flight from Istanbul .
He's been charged with terror offenses allegedly committed since the start of November .","A 19-year-old UK national, Yahya Rashid, was arrested at Luton airport upon returning from Istanbul, Turkey. He has been charged with preparing for acts of terrorism and intending to assist others in committing terrorism, with the charges covering the period from November 1 to March 31. Rashid is scheduled to appear in Westminster Magistrates' Court.",0.39999999999999997,0.1590909090909091,0.3333333333333333,1.3711318969726562
